,Location,Weather,Temperature,Date,Time,Names,No. of individuals seen,No. of individuals heard,No. of individuals seen and heard,Comments,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,codes
15836,Rocks,partly cloudy,,2023-04-26,07:49:00,spotted dove,1,0,0,,,,,,,,,,49
15837,Rocks,partly cloudy,,2023-04-26,07:49:00,black kite,3,0,0,,,,,,,,,,49
15838,Rocks,partly cloudy,,2023-04-26,07:49:00,indian white eye,0,1,0,,,,,,,,,,49
15839,Rocks,partly cloudy,,2023-04-26,07:49:00,ashy prinia,0,1,0,,,,,,,,,,49
15840,Rocks,partly cloudy,,2023-04-26,07:49:00,pale billed flowerpecker,0,0,1,,,,,,,,,,49
15841,Rocks,partly cloudy,,2023-04-26,07:50:00,large billed crow,0,2,0,,,,,,,,,,50
15842,Rocks,partly cloudy,,2023-04-26,07:50:00,black kite,0,0,2,,,,,,,,,,50
15843,Rocks,partly cloudy,,2023-04-26,07:50:00,rose ringed parakeet,0,0,1,,,,,,,,,,50
15844,Rocks,partly cloudy,,2023-04-26,07:50:00,spotted dove,1,0,0,,,,,,,,,,50
15845,Rocks,partly cloudy,,2023-04-26,07:50:00,rock pigeon,1,0,0,,,,,,,,,,50
15846,Rocks,partly cloudy,,2023-04-26,07:50:00,white browed bulbul,0,1,0,,,,,,,,,,50
15847,Rocks,partly cloudy,,2023-04-26,07:51:00,common tailorbird,0,1,0,,,,,,,,,,51
15848,Rocks,partly cloudy,,2023-04-26,07:51:00,large billed crow,0,2,0,,,,,,,,,,51
15849,Rocks,partly cloudy,,2023-04-26,07:51:00,red whiskered bulbul,0,2,0,,,,,,,,,,51
15850,Rocks,partly cloudy,,2023-04-26,07:51:00,rose ringed parakeet,0,1,0,,,,,,,,,,51
15851,Rocks,partly cloudy,,2023-04-26,07:51:00,black kite,2,1,0,,,,,,,,,,51
15852,Rocks,partly cloudy,,2023-04-26,07:51:00,spotted dove,1,0,0,,,,,,,,,,51
15853,Rocks,partly cloudy,,2023-04-26,07:51:00,lottens sunbird,0,1,0,,,,,,,,,,51
15854,Rocks,partly cloudy,,2023-04-26,07:52:00,spotted dove,1,0,0,,,,,,,,,,52
15855,Rocks,partly cloudy,,2023-04-26,07:52:00,lottens sunbird,0,1,0,,,,,,,,,,52
15856,Rocks,partly cloudy,,2023-04-26,07:52:00,red whiskered bulbul,0,2,0,,,,,,,,,,52
15857,Rocks,partly cloudy,,2023-04-26,07:52:00,black kite,2,0,0,,,,,,,,,,52
15858,Rocks,partly cloudy,,2023-04-26,07:52:00,coppersmith barbet,0,1,0,,,,,,,,,,52
15859,Rocks,partly cloudy,,2023-04-26,07:52:00,white cheeked barbet,0,1,0,,,,,,,,,,52
15860,Rocks,partly cloudy,,2023-04-26,07:52:00,asian koel,0,2,0,,,,,,,,,,52
15861,Rocks,partly cloudy,,2023-04-26,07:52:00,white browed bulbul,0,2,0,,,,,,,,,,52
15862,Rocks,partly cloudy,,2023-04-26,07:52:00,indian blue robin,0,1,0,,,,,,,,,,52
15863,Rocks,partly cloudy,,2023-04-26,07:53:00,asian koel,0,2,0,,,,,,,,,,53
15864,Rocks,partly cloudy,,2023-04-26,07:53:00,white cheeked barbet,0,1,0,,,,,,,,,,53
15865,Rocks,partly cloudy,,2023-04-26,07:53:00,black kite,2,1,0,,,,,,,,,,53
15866,Rocks,partly cloudy,,2023-04-26,07:53:00,lottens sunbird,0,1,0,,,,,,,,,,53
15867,Rocks,partly cloudy,,2023-04-26,07:53:00,spotted dove,0,1,0,,,,,,,,,,53
15868,Rocks,partly cloudy,,2023-04-26,07:54:00,red whiskered bulbul,0,1,0,,,,,,,,,,54
15869,Rocks,partly cloudy,,2023-04-26,07:54:00,large billed crow,0,1,0,,,,,,,,,,54
15870,Rocks,partly cloudy,,2023-04-26,07:54:00,asian koel,0,2,0,,,,,,,,,,54
15871,Rocks,partly cloudy,,2023-04-26,07:54:00,common tailorbird,0,1,0,,,,,,,,,,54
15872,Rocks,partly cloudy,,2023-04-26,07:54:00,spotted dove,0,1,0,,,,,,,,,,54
15873,Rocks,partly cloudy,,2023-04-26,07:54:00,shikra,0,1,0,,,,,,,,,,54
15874,Rocks,partly cloudy,,2023-04-26,07:54:00,white cheeked barbet,0,2,0,,,,,,,,,,54
15875,Rocks,partly cloudy,,2023-04-26,07:55:00,asian koel,0,1,0,,,,,,,,,,55
15876,Rocks,partly cloudy,,2023-04-26,07:55:00,black kite,1,1,0,,,,,,,,,,55
15877,Rocks,partly cloudy,,2023-04-26,07:55:00,common tailorbird,0,1,0,,,,,,,,,,55
15878,Rocks,partly cloudy,,2023-04-26,07:55:00,indian blue robin,0,1,0,,,,,,,,,,55
15879,Rocks,partly cloudy,,2023-04-26,07:55:00,large billed crow,0,1,0,,,,,,,,,,55
15880,Jubilee,cloudy,,2023-04-25,07:00:00,large billed crow,3,3,0,,,,,,,,,,0
15881,Jubilee,cloudy,,2023-04-25,07:00:00,black kite,4,0,0,,,,,,,,,,0
15882,Jubilee,cloudy,,2023-04-25,07:00:00,oriental magpie robin,0,1,0,,,,,,,,,,0
15883,Jubilee,cloudy,,2023-04-25,07:00:00,asian koel,0,1,0,,,,,,,,,,0
15884,Jubilee,cloudy,,2023-04-25,07:01:00,oriental magpie robin,0,2,0,,,,,,,,,,1
15885,Jubilee,cloudy,,2023-04-25,07:01:00,large billed crow,2,2,0,,,,,,,,,,1
15886,Jubilee,cloudy,,2023-04-25,07:02:00,oriental magpie robin,0,2,0,,,,,,,,,,2
15887,Jubilee,cloudy,,2023-04-25,07:02:00,large billed crow,0,3,0,,,,,,,,,,2
15888,Jubilee,cloudy,,2023-04-25,07:02:00,black kite,0,1,0,,,,,,,,,,2
15889,Jubilee,cloudy,,2023-04-25,07:01:00,rose ringed parakeet,0,2,0,,,,,,,,,,1
15890,Jubilee,cloudy,,2023-04-25,07:01:00,white cheeked barbet,0,2,0,,,,,,,,,,1
15891,Jubilee,cloudy,,2023-04-25,07:01:00,common myna,2,2,0,,,,,,,,,,1
15892,Jubilee,cloudy,,2023-04-25,07:01:00,shikra,0,1,0,,,,,,,,,,1
15893,Jubilee,cloudy,,2023-04-25,07:03:00,oriental magpie robin,0,2,0,,,,,,,,,,3
15894,Jubilee,cloudy,,2023-04-25,07:03:00,large billed crow,3,3,0,,,,,,,,,,3
15895,Jubilee,cloudy,,2023-04-25,07:03:00,white cheeked barbet,0,2,0,,,,,,,,,,3
15896,Jubilee,cloudy,,2023-04-25,07:04:00,white cheeked barbet,0,2,0,,,,,,,,,,4
15897,Jubilee,cloudy,,2023-04-25,07:04:00,large billed crow,0,3,0,,,,,,,,,,4
15898,Jubilee,cloudy,,2023-04-25,07:04:00,oriental magpie robin,0,1,0,,,,,,,,,,4
15899,Jubilee,cloudy,,2023-04-25,07:04:00,shikra,0,1,0,,,,,,,,,,4
15900,Jubilee,cloudy,,2023-04-25,07:05:00,shikra,0,1,0,,,,,,,,,,5
15901,Jubilee,cloudy,,2023-04-25,07:05:00,white cheeked barbet,0,3,0,,,,,,,,,,5
15902,Jubilee,cloudy,,2023-04-25,07:05:00,black kite,4,0,0,,,,,,,,,,5
15903,Jubilee,cloudy,,2023-04-25,07:05:00,large billed crow,3,3,0,,,,,,,,,,5
15904,Jubilee,cloudy,,2023-04-25,07:06:00,large billed crow,4,4,0,,,,,,,,,,6
15905,Jubilee,cloudy,,2023-04-25,07:06:00,black kite,4,0,0,,,,,,,,,,6
15906,Jubilee,cloudy,,2023-04-25,07:06:00,oriental magpie robin,0,1,0,,,,,,,,,,6
15907,Jubilee,cloudy,,2023-04-25,07:07:00,oriental magpie robin,1,1,0,,,,,,,,,,7
15908,Jubilee,cloudy,,2023-04-25,07:07:00,shikra,0,1,0,,,,,,,,,,7
15909,Jubilee,cloudy,,2023-04-25,07:07:00,white throated kingfisher,0,1,0,,,,,,,,,,7
15910,Jubilee,cloudy,,2023-04-25,07:07:00,white cheeked barbet,0,1,0,,,,,,,,,,7
15911,Jubilee,cloudy,,2023-04-25,07:09:00,indian peafowl,0,1,0,,,,,,,,,,9
15912,Jubilee,cloudy,,2023-04-25,07:09:00,shikra,0,1,0,,,,,,,,,,9
15913,Jubilee,cloudy,,2023-04-25,07:09:00,large billed crow,4,4,0,,,,,,,,,,9
15914,Jubilee,cloudy,,2023-04-25,07:09:00,black kite,6,0,0,,,,,,,,,,9
15915,Jubilee,cloudy,,2023-04-25,07:09:00,white cheeked barbet,0,2,0,,,,,,,,,,9
15916,Jubilee,cloudy,,2023-04-25,07:10:00,oriental magpie robin,0,0,1,,,,,,,,,,10
15917,Jubilee,cloudy,,2023-04-25,07:10:00,black kite,6,0,0,,,,,,,,,,10
15918,Jubilee,cloudy,,2023-04-25,07:10:00,large billed crow,3,3,0,,,,,,,,,,10
15919,Jubilee,cloudy,,2023-04-25,07:10:00,rose ringed parakeet,2,2,0,,,,,,,,,,10
15920,Jubilee,cloudy,,2023-04-25,07:10:00,black naped oriole,0,2,0,,,,,,,,,,10
15921,Jubilee,cloudy,,2023-04-25,07:10:00,golden oriole,0,1,0,,,,,,,,,,10
15922,Jubilee,cloudy,,2023-04-25,07:12:00,oriental magpie robin,0,1,0,,,,,,,,,,12
15923,Jubilee,cloudy,,2023-04-25,07:12:00,common tailorbird,0,1,0,,,,,,,,,,12
15924,Jubilee,cloudy,,2023-04-25,07:12:00,black kite,5,1,0,,,,,,,,,,12
15925,Jubilee,cloudy,,2023-04-25,07:12:00,greater coucal,1,0,0,,,,,,,,,,12
15926,Jubilee,cloudy,,2023-04-25,07:12:00,coppersmith barbet,0,1,0,,,,,,,,,,12
15927,Jubilee,cloudy,,2023-04-25,07:13:00,oriental magpie robin,0,1,0,,,,,,,,,,13
15928,Jubilee,cloudy,,2023-04-25,07:13:00,greater coucal,1,1,0,,,,,,,,,,13
15929,Jubilee,cloudy,,2023-04-25,07:13:00,large billed crow,4,2,0,,,,,,,,,,13
15930,Jubilee,cloudy,,2023-04-25,07:13:00,rose ringed parakeet,0,2,0,,,,,,,,,,13
15931,Jubilee,cloudy,,2023-04-25,07:14:00,common tailorbird,0,1,0,,,,,,,,,,14
15932,Jubilee,cloudy,,2023-04-25,07:14:00,oriental magpie robin,0,1,0,,,,,,,,,,14
15933,Jubilee,cloudy,,2023-04-25,07:14:00,common myna,0,2,0,,,,,,,,,,14
15934,Jubilee,cloudy,,2023-04-25,07:15:00,common myna,0,2,0,,,,,,,,,,15
15935,Jubilee,cloudy,,2023-04-25,07:15:00,oriental magpie robin,0,2,0,,,,,,,,,,15
15936,Jubilee,cloudy,,2023-04-25,07:15:00,large billed crow,3,2,0,,,,,,,,,,15
15937,Jubilee,cloudy,,2023-04-25,07:15:00,black kite,4,0,0,,,,,,,,,,15
15938,Jubilee,cloudy,,2023-04-25,07:15:00,,0,0,0,,,,,,,,,,15
15939,Jubilee,cloudy,,2023-04-25,07:20:00,rufous treepie,0,1,0,,,,,,,,,,20
15940,Jubilee,cloudy,,2023-04-25,07:20:00,large billed crow,0,4,0,,,,,,,,,,20
15941,Jubilee,cloudy,,2023-04-25,07:20:00,common myna,0,2,0,,,,,,,,,,20
15942,Jubilee,cloudy,,2023-04-25,07:20:00,jungle myna,0,1,0,,,,,,,,,,20
15943,Jubilee,cloudy,,2023-04-25,07:20:00,white cheeked barbet,0,2,0,,,,,,,,,,20
15944,Jubilee,cloudy,,2023-04-25,07:20:00,coppersmith barbet,0,1,0,,,,,,,,,,20
15945,Jubilee,cloudy,,2023-04-25,07:20:00,black kite,4,0,0,,,,,,,,,,20
15946,Jubilee,cloudy,,2023-04-25,07:21:00,large billed crow,0,3,0,,,,,,,,,,21
15947,Jubilee,cloudy,,2023-04-25,07:21:00,white cheeked barbet,0,2,0,,,,,,,,,,21
15948,Jubilee,cloudy,,2023-04-25,07:21:00,oriental magpie robin,0,1,0,,,,,,,,,,21
15949,Jubilee,cloudy,,2023-04-25,07:21:00,rose ringed parakeet,0,2,0,,,,,,,,,,21
15950,Jubilee,cloudy,,2023-04-25,07:21:00,jungle myna,0,2,0,,,,,,,,,,21
15951,Jubilee,cloudy,,2023-04-25,07:22:00,greater coucal,0,1,0,,,,,,,,,,22
15952,Jubilee,cloudy,,2023-04-25,07:22:00,black kite,2,0,0,,,,,,,,,,22
15953,Jubilee,cloudy,,2023-04-25,07:23:00,large billed crow,5,3,0,,,,,,,,,,23
15954,Jubilee,cloudy,,2023-04-25,07:23:00,white cheeked barbet,0,2,0,,,,,,,,,,23
15955,Jubilee,cloudy,,2023-04-25,07:23:00,common myna,0,2,0,,,,,,,,,,23
15956,Jubilee,cloudy,,2023-04-25,07:24:00,black kite,4,0,0,,,,,,,,,,24
15957,Jubilee,cloudy,,2023-04-25,07:24:00,large billed crow,4,2,0,,,,,,,,,,24
15958,Jubilee,cloudy,,2023-04-25,07:24:00,white cheeked barbet,0,2,0,,,,,,,,,,24
15959,Jubilee,cloudy,,2023-04-25,07:25:00,large billed crow,4,4,0,,,,,,,,,,25
15960,Jubilee,cloudy,,2023-04-25,07:25:00,white cheeked barbet,0,2,0,,,,,,,,,,25
15961,Jubilee,cloudy,,2023-04-25,07:25:00,oriental magpie robin,0,2,0,,,,,,,,,,25
15962,Jubilee,cloudy,,2023-04-25,07:25:00,black kite,4,2,0,,,,,,,,,,25
15963,Jubilee,cloudy,,2023-04-25,07:26:00,large billed crow,3,3,0,,,,,,,,,,26
15964,Jubilee,cloudy,,2023-04-25,07:26:00,common myna,0,2,0,,,,,,,,,,26
15965,Jubilee,cloudy,,2023-04-25,07:26:00,jungle myna,0,1,0,,,,,,,,,,26
15966,Jubilee,cloudy,,2023-04-25,07:26:00,white cheeked barbet,0,2,0,,,,,,,,,,26
15967,Jubilee,cloudy,,2023-04-25,07:27:00,cinerous tit,0,1,0,,,,,,,,,,27
15968,Jubilee,cloudy,,2023-04-25,07:27:00,common myna,0,2,0,,,,,,,,,,27
15969,Jubilee,cloudy,,2023-04-25,07:27:00,jungle myna,0,1,0,,,,,,,,,,27
15970,Jubilee,cloudy,,2023-04-25,07:27:00,oriental magpie robin,0,1,0,,,,,,,,,,27
15971,Jubilee,cloudy,,2023-04-25,07:27:00,large billed crow,4,4,0,,,,,,,,,,27
15972,Jubilee,cloudy,,2023-04-25,07:27:00,black kite,3,2,0,,,,,,,,,,27
15973,Jubilee,cloudy,,2023-04-25,07:27:00,rose ringed parakeet,0,2,0,,,,,,,,,,27
15974,Jubilee,cloudy,,2023-04-25,07:27:00,white cheeked barbet,0,1,0,,,,,,,,,,27
15975,Jubilee,cloudy,,2023-04-25,07:28:00,large billed crow,4,4,0,,,,,,,,,,28
15976,Jubilee,cloudy,,2023-04-25,07:28:00,black kite,4,2,0,,,,,,,,,,28
15977,Jubilee,cloudy,,2023-04-25,07:28:00,jungle myna,0,1,0,,,,,,,,,,28
15978,Jubilee,cloudy,,2023-04-25,07:28:00,oriental magpie robin,0,1,0,,,,,,,,,,28
15979,Jubilee,cloudy,,2023-04-25,07:28:00,common myna,0,1,0,,,,,,,,,,28
15980,Jubilee,cloudy,,2023-04-25,07:28:00,red whiskered bulbul,0,1,0,,,,,,,,,,28
15981,Jubilee,cloudy,,2023-04-25,07:29:00,large billed crow,3,3,0,,,,,,,,,,29
15982,Jubilee,cloudy,,2023-04-25,07:29:00,black kite,2,2,0,,,,,,,,,,29
15983,Jubilee,cloudy,,2023-04-25,07:29:00,common tailorbird,0,1,0,,,,,,,,,,29
15984,Jubilee,cloudy,,2023-04-25,07:29:00,white cheeked barbet,0,2,0,,,,,,,,,,29
15985,Jubilee,cloudy,,2023-04-25,07:29:00,oriental magpie robin,0,1,0,,,,,,,,,,29
15986,Jubilee,cloudy,,2023-04-25,07:30:00,large billed crow,2,2,0,,,,,,,,,,30
15987,Jubilee,cloudy,,2023-04-25,07:30:00,common myna,0,2,0,,,,,,,,,,30
15988,Jubilee,cloudy,,2023-04-25,07:30:00,black kite,4,1,0,,,,,,,,,,30
15989,Jubilee,cloudy,,2023-04-25,07:30:00,oriental magpie robin,0,1,0,,,,,,,,,,30
15990,Jubilee,cloudy,,2023-04-25,07:30:00,rose ringed parakeet,0,2,0,,,,,,,,,,30
15991,Jubilee,cloudy,,2023-04-25,07:30:00,indian peafowl,0,1,0,,,,,,,,,,30
15992,Jubilee,cloudy,,2023-04-25,07:31:00,oriental magpie robin,0,2,0,,,,,,,,,,31
15993,Jubilee,cloudy,,2023-04-25,07:31:00,large billed crow,3,3,0,,,,,,,,,,31
15994,Jubilee,cloudy,,2023-04-25,07:31:00,rose ringed parakeet,0,2,0,,,,,,,,,,31
15995,Jubilee,cloudy,,2023-04-25,07:31:00,black kite,2,1,0,,,,,,,,,,31
15996,Jubilee,cloudy,,2023-04-25,07:31:00,common tailorbird,0,1,0,,,,,,,,,,31
15997,Jubilee,cloudy,,2023-04-25,07:32:00,large billed crow,2,2,0,,,,,,,,,,32
15998,Jubilee,cloudy,,2023-04-25,07:32:00,white cheeked barbet,0,1,0,,,,,,,,,,32
15999,Jubilee,cloudy,,2023-04-25,07:32:00,oriental magpie robin,0,1,0,,,,,,,,,,32
16000,Jubilee,cloudy,,2023-04-25,07:33:00,oriental magpie robin,0,1,0,,,,,,,,,,33
16001,Jubilee,cloudy,,2023-04-25,07:33:00,large billed crow,4,4,0,,,,,,,,,,33
16002,Jubilee,cloudy,,2023-04-25,07:33:00,rose ringed parakeet,0,1,0,,,,,,,,,,33
16003,Jubilee,cloudy,,2023-04-25,07:33:00,black kite,3,0,0,,,,,,,,,,33
16004,Jubilee,cloudy,,2023-04-25,07:34:00,oriental magpie robin,0,2,0,,,,,,,,,,34
16005,Jubilee,cloudy,,2023-04-25,07:34:00,rose ringed parakeet,0,2,0,,,,,,,,,,34
16006,Jubilee,cloudy,,2023-04-25,07:34:00,large billed crow,4,3,0,,,,,,,,,,34
16007,Jubilee,cloudy,,2023-04-25,07:34:00,black kite,4,0,0,,,,,,,,,,34
16008,Jubilee,cloudy,,2023-04-25,07:35:00,oriental magpie robin,0,1,0,,,,,,,,,,35
16009,Jubilee,cloudy,,2023-04-25,07:35:00,black kite,3,1,0,,,,,,,,,,35
16010,Jubilee,cloudy,,2023-04-25,07:35:00,large billed crow,4,4,0,,,,,,,,,,35
16011,Jubilee,cloudy,,2023-04-25,07:35:00,white cheeked barbet,0,1,0,,,,,,,,,,35
16012,Jubilee,cloudy,,2023-04-25,07:35:00,,0,0,0,,,,,,,,,,35
16013,Jubilee,cloudy,,2023-04-25,07:40:00,large billed crow,3,2,0,,,,,,,,,,40
16014,Jubilee,cloudy,,2023-04-25,07:40:00,oriental magpie robin,0,1,0,,,,,,,,,,40
16015,Jubilee,cloudy,,2023-04-25,07:40:00,black kite,4,1,0,,,,,,,,,,40
16016,Jubilee,cloudy,,2023-04-25,07:40:00,white cheeked barbet,0,2,0,,,,,,,,,,40
16017,Jubilee,cloudy,,2023-04-25,07:40:00,jungle myna,0,2,0,,,,,,,,,,40
16018,Jubilee,cloudy,,2023-04-25,07:40:00,rose ringed parakeet,0,2,0,,,,,,,,,,40
16019,Jubilee,cloudy,,2023-04-25,07:41:00,large billed crow,2,3,0,,,,,,,,,,41
16020,Jubilee,cloudy,,2023-04-25,07:41:00,common tailorbird,0,1,0,,,,,,,,,,41
16021,Jubilee,cloudy,,2023-04-25,07:41:00,oriental magpie robin,0,1,0,,,,,,,,,,41
16022,Jubilee,cloudy,,2023-04-25,07:41:00,black kite,3,0,0,,,,,,,,,,41
16023,Jubilee,cloudy,,2023-04-25,07:41:00,common myna,0,2,0,,,,,,,,,,41
16024,Jubilee,cloudy,,2023-04-25,07:41:00,pale billed flowerpecker,0,1,0,,,,,,,,,,41
16025,Jubilee,cloudy,,2023-04-25,07:43:00,black kite,3,0,0,,,,,,,,,,43
16026,Jubilee,cloudy,,2023-04-25,07:43:00,large billed crow,2,3,0,,,,,,,,,,43
16027,Jubilee,cloudy,,2023-04-25,07:43:00,white cheeked barbet,0,1,0,,,,,,,,,,43
16028,Jubilee,cloudy,,2023-04-25,07:44:00,oriental magpie robin,0,1,0,,,,,,,,,,44
16029,Jubilee,cloudy,,2023-04-25,07:44:00,large billed crow,3,2,0,,,,,,,,,,44
16030,Jubilee,cloudy,,2023-04-25,07:44:00,black kite,3,1,0,,,,,,,,,,44
16031,Jubilee,cloudy,,2023-04-25,07:44:00,rose ringed parakeet,0,2,0,,,,,,,,,,44
16032,Jubilee,cloudy,,2023-04-25,07:44:00,greater coucal,0,1,0,,,,,,,,,,44
16033,Jubilee,cloudy,,2023-04-25,07:45:00,greater coucal,0,2,0,,,,,,,,,,45
16034,Jubilee,cloudy,,2023-04-25,07:45:00,large billed crow,3,3,0,,,,,,,,,,45
16035,Jubilee,cloudy,,2023-04-25,07:45:00,common myna,0,2,0,,,,,,,,,,45
16036,Jubilee,cloudy,,2023-04-25,07:45:00,asian koel,0,2,0,,,,,,,,,,45
16037,Jubilee,cloudy,,2023-04-25,07:45:00,jungle myna,0,1,0,,,,,,,,,,45
16038,Jubilee,cloudy,,2023-04-25,07:46:00,greater coucal,0,1,0,,,,,,,,,,46
16039,Jubilee,cloudy,,2023-04-25,07:46:00,large billed crow,2,4,0,,,,,,,,,,46
16040,Jubilee,cloudy,,2023-04-25,07:46:00,jungle myna,0,1,0,,,,,,,,,,46
16041,Jubilee,cloudy,,2023-04-25,07:46:00,oriental magpie robin,0,1,0,,,,,,,,,,46
16042,Jubilee,cloudy,,2023-04-25,07:46:00,black kite,2,1,0,,,,,,,,,,46
16043,Jubilee,cloudy,,2023-04-25,07:46:00,common myna,0,2,0,,,,,,,,,,46
16044,Jubilee,cloudy,,2023-04-25,07:47:00,rose ringed parakeet,0,1,0,,,,,,,,,,47
16045,Jubilee,cloudy,,2023-04-25,07:47:00,large billed crow,2,2,0,,,,,,,,,,47
16046,Jubilee,cloudy,,2023-04-25,07:47:00,black kite,0,1,0,,,,,,,,,,47
16047,Jubilee,cloudy,,2023-04-25,07:47:00,common myna,0,1,0,,,,,,,,,,47
16048,Jubilee,cloudy,,2023-04-25,07:48:00,large billed crow,2,3,0,,,,,,,,,,48
16049,Jubilee,cloudy,,2023-04-25,07:48:00,rose ringed parakeet,0,1,0,,,,,,,,,,48
16050,Jubilee,cloudy,,2023-04-25,07:48:00,common myna,0,2,0,,,,,,,,,,48
16051,Jubilee,cloudy,,2023-04-25,07:48:00,jungle myna,0,1,0,,,,,,,,,,48
16052,Jubilee,cloudy,,2023-04-25,07:49:00,black kite,2,2,0,,,,,,,,,,49
16053,Jubilee,cloudy,,2023-04-25,07:49:00,rose ringed parakeet,0,1,0,,,,,,,,,,49
16054,Jubilee,cloudy,,2023-04-25,07:49:00,large billed crow,3,3,0,,,,,,,,,,49
16055,Jubilee,cloudy,,2023-04-25,07:49:00,jungle myna,0,1,0,,,,,,,,,,49
16056,Jubilee,cloudy,,2023-04-25,07:49:00,common tailorbird,0,1,0,,,,,,,,,,49
16057,Jubilee,cloudy,,2023-04-25,07:50:00,oriental magpie robin,0,1,0,,,,,,,,,,50
16058,Jubilee,cloudy,,2023-04-25,07:50:00,common myna,0,2,0,,,,,,,,,,50
16059,Jubilee,cloudy,,2023-04-25,07:50:00,large billed crow,2,3,0,,,,,,,,,,50
16060,Jubilee,cloudy,,2023-04-25,07:50:00,black kite,3,2,0,,,,,,,,,,50
16061,Jubilee,cloudy,,2023-04-25,07:50:00,white cheeked barbet,0,2,0,,,,,,,,,,50
16062,Jubilee,cloudy,,2023-04-25,07:51:00,black kite,0,2,0,,,,,,,,,,51
16063,Jubilee,cloudy,,2023-04-25,07:51:00,common myna,0,1,0,,,,,,,,,,51
16064,Jubilee,cloudy,,2023-04-25,07:51:00,white cheeked barbet,0,2,0,,,,,,,,,,51
16065,Jubilee,cloudy,,2023-04-25,07:51:00,large billed crow,3,3,0,,,,,,,,,,51
16066,Jubilee,cloudy,,2023-04-25,07:52:00,large billed crow,3,3,0,,,,,,,,,,52
16067,Jubilee,cloudy,,2023-04-25,07:52:00,common myna,0,2,0,,,,,,,,,,52
16068,Jubilee,cloudy,,2023-04-25,07:52:00,white cheeked barbet,0,1,0,,,,,,,,,,52
16069,Jubilee,cloudy,,2023-04-25,07:53:00,large billed crow,3,3,0,,,,,,,,,,53
16070,Jubilee,cloudy,,2023-04-25,07:53:00,common myna,0,1,0,,,,,,,,,,53
16071,Jubilee,cloudy,,2023-04-25,07:53:00,white cheeked barbet,0,2,0,,,,,,,,,,53
16072,Jubilee,cloudy,,2023-04-25,07:53:00,jungle myna,0,1,0,,,,,,,,,,53
16073,Jubilee,cloudy,,2023-04-25,07:54:00,jungle myna,0,1,0,,,,,,,,,,54
16074,Jubilee,cloudy,,2023-04-25,07:54:00,common myna,0,2,0,,,,,,,,,,54
16075,Jubilee,cloudy,,2023-04-25,07:54:00,black kite,2,1,0,,,,,,,,,,54
16076,Jubilee,cloudy,,2023-04-25,07:54:00,large billed crow,3,3,0,,,,,,,,,,54
16077,Jubilee,cloudy,,2023-04-25,07:55:00,large billed crow,3,3,0,,,,,,,,,,55
16078,Jubilee,cloudy,,2023-04-25,07:55:00,black kite,2,2,0,,,,,,,,,,55
16079,Jubilee,cloudy,,2023-04-25,07:55:00,jungle myna,0,2,0,,,,,,,,,,55
16080,Jubilee,cloudy,,2023-04-25,07:00:00,large billed crow,0,0,3,,,,,,,,,,0
16081,Jubilee,cloudy,,2023-04-25,07:00:00,black kite,4,0,0,,,,,,,,,,0
16082,Jubilee,cloudy,,2023-04-25,07:00:00,oriental magpie robin,0,1,0,,,,,,,,,,0
16083,Jubilee,cloudy,,2023-04-25,07:00:00,asian koel,0,1,0,,,,,,,,,,0
16084,Jubilee,cloudy,,2023-04-25,07:01:00,oriental magpie robin,0,2,0,,,,,,,,,,1
16085,Jubilee,cloudy,,2023-04-25,07:01:00,large billed crow,0,3,2,,,,,,,,,,1
16086,Jubilee,cloudy,,2023-04-25,07:02:00,oriental magpie robin,0,2,0,,,,,,,,,,2
16087,Jubilee,cloudy,,2023-04-25,07:02:00,large billed crow,0,3,0,,,,,,,,,,2
16088,Jubilee,cloudy,,2023-04-25,07:02:00,black kite,1,1,0,,,,,,,,,,2
16089,Jubilee,cloudy,,2023-04-25,07:02:00,rose ringed parakeet,0,2,0,,,,,,,,,,2
16090,Jubilee,cloudy,,2023-04-25,07:02:00,white cheeked barbet,0,2,0,,,,,,,,,,2
16091,Jubilee,cloudy,,2023-04-25,07:02:00,common myna,0,0,2,,,,,,,,,,2
16092,Jubilee,cloudy,,2023-04-25,07:02:00,shikra,0,1,0,,,,,,,,,,2
16093,Jubilee,cloudy,,2023-04-25,07:03:00,oriental magpie robin,0,2,0,,,,,,,,,,3
16094,Jubilee,cloudy,,2023-04-25,07:03:00,large billed crow,0,0,3,,,,,,,,,,3
16095,Jubilee,cloudy,,2023-04-25,07:03:00,white cheeked barbet,0,2,0,,,,,,,,,,3
16096,Jubilee,cloudy,,2023-04-25,07:04:00,white cheeked barbet,0,2,0,,,,,,,,,,4
16097,Jubilee,cloudy,,2023-04-25,07:04:00,large billed crow,0,3,0,,,,,,,,,,4
16098,Jubilee,cloudy,,2023-04-25,07:04:00,oriental magpie robin,0,1,0,,,,,,,,,,4
16099,Jubilee,cloudy,,2023-04-25,07:04:00,shikra,0,1,0,,,,,,,,,,4
16100,Jubilee,cloudy,,2023-04-25,07:05:00,shikra,0,1,0,,,,,,,,,,5
16101,Jubilee,cloudy,,2023-04-25,07:05:00,white cheeked barbet,0,3,0,,,,,,,,,,5
16102,Jubilee,cloudy,,2023-04-25,07:05:00,black kite,4,0,0,,,,,,,,,,5
